Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Brazil,BRA,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1079376915,1118302726,1033970196,2097486801,1204326396,1210637974,1621508461,1764834055,2239326015,2454948720,3153304260,4004245614,5177234172,7532763885,14596797400,14233481673,14401534168,13948797700,15791774011,20642227950,26571483280,25827534749,23307743171,18314364419,16563864377,15818492272,17038985217,18211636976,18807996682,23242900391,32160000000,47710000000,33590625000,39822360248,53957453465,72742324398,75733720724,84721451206,81259829212,68433801841,81611100027,81470191055,68004834965,72356034124,87897949128,1.05595E+11,1.29233E+11,1.6716E+11,2.32728E+11,1.87616E+11,2.63001E+11,3.2315E+11,3.2631E+11,3.47275E+11,3.35819E+11,2.53273E+11,2.16687E+11,2.4351E+11,2.72996E+11,2.69477E+11,2.23694E+11
Barbados,BRB,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,,,,,,242949854,282486775.1,302530895,377933177.5,510366429.7,619897578.7,653706557.9,657634365.8,728682941.4,769203997.4,719733505.7,713319743.4,658579028.5,696315815.6,823397802.4,872719136.9,836821955.9,676900000,779893601.2,821061005.3,998458708.3,1073683687,1230845722,1286033908,1372743996,1448450000,1386450000,1381950000,1512750000,1734650000,2016750000,2294406000,2368287800,2568563450,2045378300,2240070050,2282372050,2173750450,2146912650,2114664750,2031609600,2035109800,2027176350,2019610150,2171296150,
Brunei Darussalam,BRN,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,,,,,186302269.3,273689537.4,259834871.3,278757071.4,281002638.5,396394739.3,574911264.7,598759880.7,734579439.3,729768102.2,,,,,,1051120340,1312000000,1487034036,2004297115,2125263028,1978525599,2642867222,3102127660,3040140086,2325525813,2226548673,2149450696,2195267065,2432352284,2358621283,2502655958,2601040675,2892504248,3416827019,3974597798,3841055960,3832783278,5563240321,6758162612,7761349105,5855137332,4872585643,4302837544,4318030705,5693409148,6810627549,6355270937
Bhutan,BTN,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,51145038.17,70324480.37,71035940.8,75792079.21,76389964.79,88067906.22,105563838.2,96440586.42,139419540.2,104771411,95659623.07,102167985.9,140203703.7,103725644.5,106766337.3,129190255.9,144504092.6,168768108,186282113.4,212456107.8,212059054.3,227453441.4,264919938.3,316165538.9,436818186.2,527747498.9,531258319.9,685306961.6,729319253.8,786732031.4,1121423791,1282994611,1149629846,1119922591,1160601067,1357559583,1204449075,1291995465,1367485067,1274161854,
Botswana,BWA,Imports of goods and services (current US$),NE.IMP.GNFS.CD,12056638.16,13991884.71,15982055.24,18034391.16,20214693.99,23174647.49,26220362.62,29776847.98,41701534.17,40662860.33,58626465.66,78467153.28,99572981.37,151275032.4,198233995.6,226572008.1,246722631.1,313004750.6,404552040.6,534969325.2,704902213.1,768136727.6,703068855,733430577.1,719192852.7,571113213.5,684183917.8,952022157.4,1161735754,1422750509,1887395861,1834537000,1723775892,1627109901,1718989794,2070052666,1799831538,2395831051,2517475567,2398365193,2320710338,2133671163,2158048611,2779825087,3706961580,3529325542,3455002315,4440003828,5586576631,5327109335,6554992935,8227896230,8829919508,9094679065,9005848865,8092733735,6915862474,6254189458,7310411765,7694753577,7317600950
Central African Republic,CAF,Imports of goods and services (current US$),NE.IMP.GNFS.CD,38336816.27,44034883.78,46936105.26,49792587.35,57952747.69,56720594.76,67160971.42,76828946.56,75999785.11,70699836.82,78597127.89,75389852.43,77877594.76,98946247.28,121947245.3,151160965.1,132307723.1,174129603.7,206899174.8,246199305.6,327433570,236648293.6,256106186.9,241183767.1,226437019,273603657.5,321221786.9,342886690,316906397.3,326536958.4,372791488.3,359806867.5,372229135.9,292701084.1,212952087.8,315152768.2,258135823.4,271328255.3,274652946.2,239761597.8,231254888.7,210345022.8,199723610.8,205101408.2,244440120.2,290317082.7,322489945.8,398343553.1,465218535.9,445847327.6,488611163.2,520455629.2,539911032.8,396266752.5,690077856.8,611811304.2,651691428.8,826531337.7,1043416501,794613574.6,782072662.9
Canada,CAN,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,7480255449,7594733340,7854369043,8918902585,10166208353,11787616836,12634558505,14340936627,16708226654,17327973969,19613784908,23413476109,28460153985,38774028630,41679119151,46807302231,48954395863,53336547734,63191053440,70921142662,79017432647,67407797682,74471762415,87539186163,92626876602,98835552357,1.0769E+11,1.28939E+11,1.41918E+11,1.48543E+11,1.52337E+11,1.57744E+11,1.68552E+11,1.8332E+11,1.99747E+11,2.0912E+11,2.37129E+11,2.4125E+11,2.59519E+11,2.87156E+11,2.68282E+11,2.71159E+11,2.95297E+11,3.37418E+11,3.85981E+11,4.30736E+11,4.70814E+11,5.06719E+11,4.11818E+11,5.02035E+11,5.70643E+11,5.89511E+11,5.89049E+11,5.89434E+11,5.34115E+11,5.17396E+11,5.54923E+11,5.89502E+11,5.83642E+11,5.09774E+11
Central Europe and the Baltics,CEB,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31289E+11,1.50312E+11,1.61082E+11,1.77844E+11,1.72996E+11,1.859E+11,2.01915E+11,2.26966E+11,2.88898E+11,3.76135E+11,4.42149E+11,5.43089E+11,7.02642E+11,8.43564E+11,6.10871E+11,6.98629E+11,8.29293E+11,7.8991E+11,8.23186E+11,8.66951E+11,7.62191E+11,7.79532E+11,8.90136E+11,1.01709E+12,1.00853E+12,9.39736E+11
Switzerland,CHE,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,10356167848,11794759912,13969136753,19078913991,23664489645,22473755085,24936038566,29957785313,40140752237,49532733506,59318897774,53386370533,50225652367,50375152208,48511743201,49989972732,68354098060,79177030579,88248201326,90388317134,1.08916E+11,1.02824E+11,1.06295E+11,99842694911,1.08214E+11,1.27202E+11,1.27623E+11,1.22978E+11,1.27079E+11,1.26743E+11,1.2827E+11,1.29477E+11,1.31134E+11,1.5096E+11,1.73855E+11,1.97253E+11,2.14146E+11,2.48289E+11,2.98101E+11,2.79677E+11,3.22747E+11,4.1297E+11,3.92175E+11,4.24157E+11,3.85419E+11,3.56169E+11,3.76003E+11,3.81759E+11,3.95874E+11,3.92841E+11,4.02809E+11
Channel Islands,CHI,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Imports of goods and services (current US$),NE.IMP.GNFS.CD,650749016.1,715645411.3,693171652.5,837155008.1,791274033.8,762605297.2,948058867.4,905155989,938779738.8,1178165030,1274882355,1310730653,1560151046,2590758339,3129223815,2025346736,2100124104,3074828154,3782801706,5570423585,7679845876,9047297177,5382281401,4355576960,4799834958,4307602968,4672424640,5752821226,6765529486,8748407010,9686180976,10137181116,12544703152,13669475781,14680688842,19346618434,21946625731,24191173540,23494325678,19982048574,22411585685,21822419952,21332345472,23190197866,29694953337,38680972557,45358377418,54405352884,70715782094,50503967543,68442909064,86884940756,91222239392,91237690166,83794979623,72190111947,68969748667,75401010141,85743614612,80606488761,66515556831
China,CHN,Imports of goods and services (current US$),NE.IMP.GNFS.CD,2644406532,1746689414,1372979121,1450158421,1710130799,2246323828,2481923796,2169144528,2067592818,1917296287,2278820375,2128523844,2850652532,5207600281,7791148277,7925583396,6660142165,7148239854,7617886179,10560869565,12450000000,14591269841,17788124795,19385304449,24710305081,38302403274,33592580690,33781853910,48984701330,46118793490,38461758920,43941659164,61849400126,86072328750,97250445195,1.19901E+11,1.37262E+11,1.44624E+11,1.44914E+11,1.68058E+11,2.24306E+11,2.43974E+11,2.9562E+11,4.12137E+11,5.56183E+11,6.48712E+11,7.82812E+11,9.50021E+11,1.14904E+12,1.04253E+12,1.43242E+12,1.8254E+12,1.94322E+12,2.11938E+12,2.24129E+12,2.00326E+12,1.94448E+12,2.2085E+12,2.54888E+12,2.47629E+12,2.35711E+12
Cote d'Ivoire,CIV,Imports of goods and services (current US$),NE.IMP.GNFS.CD,125105306.8,173748889,166140901.8,178997244.7,227712352.8,277073943.7,293880244.3,311787445.1,358694218.5,368517384.9,423656620.7,450325312.8,536449174.6,833598036.6,1178207135,1424552666,1689889741,2276134374,2957600540,3443467898,4190182123,3565652190,2975901593,2442621512,2175043870,2260591210,2764108287,2987988909,2860181709,2835035989,2926929958,2831550804,3135722395,2861522067,2436641848,3788785443,3935331284,4136989193,4410458617,4225089821,3637472402,3680006095,4019450689,5120221267,6335428131,7524507907,7608118745,8598742629,9767800448,9731750435,10792175658,9488611743,11986924850,12070086714,12154657764,11618672296,10993659189,12185461737,13590232363,13244332330,
Cameroon,CMR,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,197501889.5,200668845.1,211381332.3,257710410.7,251576539.7,284005511.5,335928154.2,390830282.9,456280527.7,491889024.2,729774049.1,793051273,943911948.8,1311288506,1671668543,1810903033,1878440042,1911383618,2013215268,2266219929,2698093531,2694449229,2691627595,1953074815,1956872123,2132071678,1733392236,2211014461,1820574254,1571237186,1764890057,2390339072,2507110483,2433560825,2175391974,2521666877,2936171490,3204694444,3749451843,4230333243,4733842078,5096815700,6630615437,8729795964,6888346721,7053080442,9107630240,8809093140,9719406535,10541186935,8539259287,7823117095,7914211616,9169622997,9616496362,8421753150
"Congo, Dem. Rep.",COD,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1161764706,1339829060,1749701076,913659205.1,2044300647,826448700,2971014493,971000000,1190984744,2684033001,2739841247,3514019627,3795526426,6873939039,8854270979,6738233802,10704459171,11804250541,11004111269,13405258919,15030792169,11984597102,11871538074,14843047292,17773436027,16666815694,16714775469
"Congo, Rep.",COG,Imports of goods and services (current US$),NE.IMP.GNFS.CD,112771915.3,126893746.7,104827975.3,99632771.98,104822271,105279938.2,112749008,132519860.7,143800836.3,150792096.4,158825947,169598347.4,212675136.2,235094360.7,348144059,489004627.5,502196073.6,499430790.2,536657899.7,582921406.2,1025655320,1516938861,1480190946,1085638606,1000785740,1210204368,992475139.7,887412825.5,894415286.6,832266748.9,532937076,764320192.1,482474334.3,841262228.8,1313209344,1345946416,1523134287,1397383519,1415791934,1391257515,1407787578,1490991848,1636664258,2664560917,2367531966,2961252064,3882284251,7025761017,6927573211,6882884997,7295063167,7970672189,6964754662,7193769735,9138147103,9504277204,8763098853,6117538303,6699164764,6778503902,6089750272
Colombia,COL,Imports of goods and services (current US$),NE.IMP.GNFS.CD,594894694.8,627934716.4,605929809.3,597285655.6,755727700,559333333.3,778814814.8,602411299.6,763579000.3,839120871.5,1047700632,1252577345,1109769650,1306397078,1933488606,1835324549,2131690445,2569926742,3210026858,3756624824,5209514725,5610414541,5919610897,5127945979,4767852803,4370638535,4190788878,4697932910,5433539691,5464066789,7614454665,7098679409,9985578591,13949161891,17091698826,19392751884,20252680332,22137740206,20576289396,15343463758,16732945250,18182899777,17797007022,18872327357,22353995143,29781532864,35415105097,42609031128,50999859583,43531909261,51362878664,67638292456,74273083933,76041908078,79472229979,66651326832,60766406263,62805976728,68961912289,70084060395,54190605968
